rc,rc_ms,eou_ms,asr_final_median_ms,asr_final_p90_ms,ttft_median_ms,ttft_p90_ms,wer_mean,wer_median,n,false_cuts
1,160,350,417.8527200454845,423.73902894556534,960.8436990203337,1089.8779870336878,0.0,0.0,8,0
1,160,500,572.2175320517273,583.8552580354736,1139.0114010078833,1223.6372350854801,0.0,0.0,8,0
1,160,650,723.8933520298451,729.3372989771889,1274.9216260528194,1364.5899579720574,0.0,0.0,8,0
1,160,800,876.1168570723386,878.5984580498188,1451.880544042215,1528.102347031236,0.0,0.0,8,0
1,160,1000,1077.2185120405632,1083.5826370446014,1631.4341200282797,1798.720394014381,0.0,0.0,8,0
