rc,rc_ms,eou_ms,asr_final_median_ms,asr_final_p90_ms,ttft_median_ms,ttft_p90_ms,wer_mean,wer_median,n,false_cuts
6,560,350,416.20316790416825,455.43049808125954,957.2301959525795,1071.1755430931228,0.0,0.0,8,0
6,560,500,578.3245030837135,630.6897919718177,1146.515956064686,1267.741758944467,0.0,0.0,8,0
6,560,650,723.9134739758448,739.5936129475014,1292.9516699770468,1418.8143360521647,0.0,0.0,8,0
6,560,800,866.0819260077552,884.8081110278146,1421.437031030655,1522.5722499564292,0.0,0.0,8,0
6,560,1000,1088.1676439754667,1107.9842239525171,1637.6748180156576,1700.2128800237554,0.0,0.0,8,0
