rc,rc_ms,eou_ms,asr_final_median_ms,asr_final_p90_ms,ttft_median_ms,ttft_p90_ms,wer_mean,wer_median,n,false_cuts
3,320,350,412.41422107908886,431.9550069654361,994.5866180630403,1015.3312770277263,0.0,0.0,8,0
3,320,500,565.9937970200555,582.578055993654,1127.2031078953298,1226.3812810089441,0.0,0.0,8,0
3,320,650,717.7825770573692,746.6984119638802,1261.682517034933,1368.4125529695305,0.0,0.0,8,0
3,320,800,866.723278015852,903.5777919786052,1436.6510319756344,1595.9687720611694,0.0,0.0,8,0
3,320,1000,1066.4396000653508,1093.9203990297392,1645.5100949620828,1692.8849890688437,0.0,0.0,8,0
